,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,is_drift,batch_id
238,2,9.342297,2,3,790.301071,0,4,3,1,0,1,0,53.392025,1,0,1,2,1.0,0,1,0,22
239,3,24.257545,4,0,1669.174146,2,3,3,1,0,3,0,38.384775,1,1,1,2,1.0,1,1,0,22
240,0,12.563251,2,1,3814.901705,0,4,2,1,0,3,3,36.143825,1,2,0,2,1.0,0,1,0,22
241,0,6.773457,4,0,1955.544484,0,4,2,2,0,3,2,28.198472,1,0,1,3,1.0,0,1,0,22
242,0,17.948037,2,4,4283.860618,0,3,2,1,0,1,0,37.782829,1,1,0,1,1.0,0,1,0,22
243,3,12.193279,4,3,1400.558162,4,3,3,2,0,2,0,28.749751,1,1,1,2,1.0,1,0,0,22
244,3,8.752972,2,0,755.373585,0,2,1,2,2,1,3,32.809595,1,2,0,2,1.0,1,1,0,22
245,3,16.638518,2,4,1794.617288,0,3,3,1,0,3,0,23.614091,2,1,0,1,1.0,1,1,0,22
246,3,12.307086,3,1,752.823793,4,4,3,1,0,3,3,59.743648,2,2,1,2,1.0,1,1,0,22
247,0,12.627287,2,10,3982.817726,0,2,2,1,0,1,3,35.963442,1,2,0,1,1.0,0,1,0,22
248,3,11.972352,2,4,3953.893667,0,2,1,2,2,1,2,27.256314,1,1,0,2,1.0,0,1,0,22
249,0,23.723366,2,4,4838.657819,0,4,2,2,0,1,2,44.596873,2,1,0,2,2.0,1,1,0,22
250,0,44.545221,0,0,11421.125173,4,1,3,2,2,3,3,43.09469,0,2,1,1,2.0,0,1,0,22
251,0,19.438199,0,0,2947.186952,0,4,1,2,1,3,0,34.923721,0,1,1,2,2.0,0,1,0,22
252,0,12.057712,2,3,1031.101828,0,3,2,2,0,0,1,37.101599,1,1,0,2,1.0,0,1,0,22
253,0,17.195911,2,3,1153.415917,0,2,3,2,0,1,0,21.816615,1,0,0,2,1.0,0,1,0,22
254,1,43.548389,4,4,2268.052286,0,2,3,3,2,1,0,25.362976,1,1,1,3,1.0,1,1,0,22
255,0,24.115783,1,7,1275.844751,0,1,3,1,0,1,2,24.337702,1,0,0,2,1.0,0,1,0,22
256,1,46.543317,4,4,10643.985112,0,4,0,0,0,1,3,53.98529,0,0,2,2,1.0,1,1,0,22
257,0,19.041989,2,1,3305.984769,0,4,0,1,0,3,1,34.83599,1,1,0,2,1.0,1,1,0,22
258,3,6.75118,2,4,1532.009,0,4,1,2,0,3,0,24.801428,1,0,0,2,2.0,0,1,0,22
259,0,24.084195,2,0,2661.731911,0,2,3,1,0,1,0,39.635132,0,0,0,3,1.0,1,1,0,22
260,3,7.944391,4,4,749.955924,4,4,2,1,0,3,0,28.321331,1,1,1,2,1.0,0,1,0,22
261,1,25.209393,4,4,2392.654675,0,2,1,2,0,3,2,27.216884,0,1,1,2,1.0,0,1,0,22
262,2,12.201094,2,5,1509.989049,0,4,0,2,0,3,0,36.898354,1,1,0,1,1.0,0,1,0,22
263,1,36.758782,4,3,4179.500582,0,2,2,2,0,3,1,42.782319,1,0,1,1,1.0,0,1,0,22
264,3,22.696313,3,4,6597.221852,0,1,3,2,0,0,3,48.96584,2,0,1,2,1.0,0,1,0,22
265,1,7.220965,4,4,1614.534769,1,2,3,2,0,0,3,42.396957,1,2,1,2,2.0,0,1,0,22
266,0,45.988559,2,1,9167.543592,0,2,1,2,0,1,3,24.268873,0,0,1,2,1.0,0,1,0,22
267,3,25.52374,2,4,2514.850474,0,1,3,1,0,3,2,23.192703,1,1,0,2,1.0,0,1,0,22
268,2,6.724428,3,4,1754.308824,0,3,3,1,0,2,2,35.818437,2,1,0,1,1.0,1,1,0,22
269,0,12.142264,2,0,830.140453,0,4,3,2,0,3,2,54.070093,1,1,0,1,1.0,0,1,0,22
270,3,12.377362,2,0,2442.278338,4,1,2,2,0,0,2,30.284576,1,1,0,2,1.0,1,1,0,22
271,0,18.374323,0,1,2696.149216,0,2,3,1,0,1,0,37.492847,1,1,1,2,1.0,0,1,0,22
272,1,34.497851,4,0,2088.275611,4,3,2,2,2,1,0,41.78916,1,1,1,2,1.0,1,1,0,22
273,0,14.861027,4,1,1843.066386,0,1,3,3,0,2,0,38.030625,0,1,1,2,1.0,0,1,0,22
274,3,13.080541,2,0,4070.726277,0,2,1,2,2,2,3,32.380544,1,2,0,2,2.0,1,1,0,22
275,2,16.310608,2,3,1992.044292,2,2,3,1,0,1,0,24.713315,1,0,0,2,1.0,0,1,0,22
276,0,16.819901,3,4,1304.065789,3,4,0,1,0,1,3,50.455318,1,2,1,2,1.0,1,1,0,22
277,3,25.719448,3,3,1673.598541,0,3,3,2,0,1,1,37.511757,1,1,1,2,1.0,0,1,0,22
278,0,26.439973,2,0,2982.090054,0,2,1,0,0,1,2,34.223132,1,1,0,2,1.0,1,1,0,22
279,1,35.765376,3,0,9888.039922,0,2,1,2,0,3,2,23.661309,1,1,1,3,1.0,1,1,0,22
280,0,7.818011,4,0,1583.092211,0,1,1,1,0,0,0,25.360876,2,1,1,2,1.0,0,1,0,22
281,0,23.959868,2,1,9957.190346,0,4,0,2,0,2,3,47.109325,1,2,0,2,1.0,1,0,0,22
282,3,38.919879,2,3,1978.332916,1,3,1,1,0,2,3,23.034227,1,2,0,2,1.0,0,1,0,22
283,0,23.464469,4,3,2448.960783,0,4,1,0,0,3,2,45.181674,1,1,1,2,1.0,0,1,0,22
284,1,33.303896,2,6,7660.093287,0,1,1,3,0,2,1,22.325535,1,1,0,2,1.0,0,1,0,22
285,3,19.590258,2,3,2579.351607,1,4,3,2,0,3,2,27.575348,1,1,0,2,1.0,0,1,0,22
286,1,11.644628,2,4,2662.671173,0,2,0,2,0,3,2,54.126022,1,1,0,3,2.0,0,1,0,22
287,3,5.543768,4,0,1656.045382,0,2,2,2,0,1,0,19.899544,1,1,1,2,1.0,1,1,0,22
288,0,14.974306,0,3,2533.142763,0,4,3,2,0,3,3,54.56006,1,2,2,3,1.0,1,1,0,22
289,3,23.591986,3,0,1547.70133,0,3,3,2,1,3,1,34.440643,1,0,1,2,1.0,0,1,0,22
290,3,12.439517,2,1,1643.026727,0,4,3,1,0,3,0,41.742426,1,1,0,2,1.0,0,1,0,22
291,1,34.812742,1,3,3711.315567,0,3,2,2,0,1,2,26.752912,1,1,1,2,1.0,0,1,0,22
292,1,11.621564,4,3,1513.773128,0,1,1,1,0,0,2,26.779405,1,1,1,1,1.0,0,1,0,22
293,0,11.538193,0,2,1380.142401,0,4,3,2,0,3,2,57.802629,1,1,0,2,1.0,1,1,0,22
294,1,18.755962,2,4,1490.279703,1,2,3,2,0,3,0,52.444444,1,1,0,2,1.0,0,1,0,22
295,0,24.278612,0,4,2013.751355,0,2,1,2,0,1,3,20.217703,1,2,1,1,1.0,0,1,0,22
296,0,20.77813,4,3,2640.154996,0,4,1,1,0,3,1,33.33406,1,1,1,2,1.0,0,1,0,22
297,3,39.597062,2,3,11271.127793,4,0,1,2,0,1,0,24.774512,0,1,3,2,1.0,0,1,0,22
298,1,7.606471,4,1,991.263245,0,3,0,2,1,1,0,27.831139,1,1,1,2,1.0,0,1,0,22
299,0,36.658785,2,10,12759.394368,0,4,3,1,0,0,1,43.576779,1,0,0,2,1.0,1,1,0,22
300,2,24.985918,4,3,2122.806733,0,0,0,2,0,1,2,38.128357,1,1,0,3,1.0,1,1,0,22
301,3,11.746291,2,10,1573.417346,4,2,3,3,0,1,2,39.25334,1,1,0,2,1.0,0,1,0,22
302,1,28.935276,2,4,4611.12771,1,2,1,2,0,1,2,28.769887,1,1,0,1,1.0,0,1,0,22
303,0,11.841991,3,3,9262.05431,0,2,3,1,0,1,3,28.686247,1,2,1,2,1.0,1,1,0,22
304,3,23.799688,0,4,2683.610585,0,2,1,1,0,1,2,28.293327,1,1,1,1,2.0,0,1,0,22
305,1,52.353679,2,10,7725.595408,3,2,3,2,0,3,2,22.622645,1,1,1,2,1.0,1,1,0,22
306,1,9.762992,4,4,768.640326,0,3,2,2,0,0,0,53.656571,1,1,0,2,1.0,0,1,0,22
307,3,11.331842,2,0,1062.660163,2,0,3,2,0,3,1,61.17372,1,0,0,2,2.0,0,1,0,22
308,0,8.151,3,0,749.517734,4,1,3,1,2,1,0,35.167296,2,1,1,0,1.0,0,1,0,22
309,0,41.071446,4,4,3678.840731,0,4,1,2,0,3,2,27.567279,1,1,0,2,2.0,0,1,0,22
310,3,12.504639,2,4,649.876638,0,2,3,2,0,1,1,33.025058,1,1,0,2,1.0,1,1,0,22
311,1,21.508051,2,4,3489.166291,0,2,0,2,0,1,3,62.963953,1,2,0,2,1.0,1,1,0,22
312,3,25.597513,4,4,1507.453902,3,4,3,1,0,1,2,31.671264,1,1,1,1,1.0,0,0,0,22
313,1,5.673806,2,4,878.749987,0,1,3,2,0,3,3,23.297038,1,2,0,2,1.0,0,1,0,22
314,3,25.600993,4,4,3985.018825,0,3,2,2,0,0,2,38.040434,1,1,0,2,1.0,0,1,0,22
315,3,50.920014,4,1,9268.713492,3,3,0,1,0,2,1,29.466549,1,0,1,3,1.0,1,1,0,22
316,3,6.50596,2,7,791.14535,4,4,2,1,0,3,1,60.484874,1,0,1,1,1.0,1,1,0,22
317,1,24.019902,2,4,3507.585031,0,4,3,1,0,1,0,54.599996,1,1,0,2,1.0,1,1,0,22
318,3,7.459556,4,4,1717.034313,0,3,1,1,0,0,2,25.180049,1,0,1,2,1.0,1,1,0,22
319,1,14.374067,2,3,683.05173,0,1,2,3,0,1,0,38.575633,1,0,0,3,1.0,1,1,0,22
320,3,43.079023,3,4,5397.592707,2,3,0,1,0,3,2,40.857788,1,1,1,2,1.0,0,0,0,22
321,0,55.036649,4,0,9279.106998,0,4,0,2,0,3,3,63.467193,1,2,1,2,1.0,1,1,0,22
322,3,11.876399,2,0,863.664615,2,1,2,0,1,0,0,32.798849,1,1,0,2,1.0,1,1,0,22
323,3,15.237211,4,1,3242.383288,0,2,1,3,0,1,1,31.319514,1,1,0,2,1.0,1,1,0,22
324,1,25.809459,2,4,2500.923599,0,3,2,2,0,2,0,21.889771,1,1,0,2,2.0,1,1,0,22
325,3,18.878712,4,4,2173.094055,0,2,3,2,0,1,0,19.535223,1,0,1,2,2.0,0,1,0,22
326,3,11.998357,2,10,653.757628,3,4,3,2,2,3,0,32.873743,1,1,0,2,2.0,1,1,0,22
327,0,7.081044,4,0,2576.893731,0,1,2,2,0,3,2,28.686682,1,1,0,2,1.0,0,1,0,22
328,1,26.618839,2,1,1657.4619,1,2,3,2,0,3,1,43.991362,1,1,0,2,2.0,0,1,0,22
329,3,24.46544,4,4,3478.206908,0,1,0,2,0,1,2,64.118301,1,0,1,3,1.0,1,1,0,22
330,0,22.973772,0,7,2246.876701,0,1,2,1,0,2,3,22.595886,2,2,1,3,1.0,1,1,0,22
331,0,33.047984,2,0,6066.856061,0,0,3,1,0,3,2,43.083826,1,1,0,0,1.0,0,1,0,22
332,0,55.064843,1,3,6509.746191,4,4,3,2,0,2,1,37.267873,1,1,0,2,2.0,0,1,0,22
333,3,22.893251,2,0,1847.682498,2,4,3,2,0,1,1,27.573307,1,1,0,2,2.0,0,1,0,22
334,0,10.292468,0,3,4284.460085,0,0,0,2,0,3,2,22.981892,1,0,1,3,1.0,1,1,0,22
335,3,23.218715,1,0,1792.447901,0,4,3,2,0,3,0,57.833651,1,1,0,2,2.0,0,1,0,22
336,1,8.162745,2,4,1257.723764,1,1,3,2,0,1,2,29.265921,2,0,0,1,1.0,0,1,0,22
337,0,45.887881,4,4,3883.930273,1,3,1,2,0,1,2,30.459782,0,0,0,2,1.0,0,1,0,22
338,3,23.753798,4,0,3428.276587,4,1,3,1,0,1,0,25.780441,1,1,1,2,1.0,0,1,0,22
339,3,6.604382,4,4,1913.498387,0,4,1,2,0,3,1,36.545938,1,1,1,2,1.0,0,1,0,22
340,0,25.116298,4,3,3702.267444,0,3,1,2,0,0,0,43.973646,1,1,1,3,1.0,1,1,0,22
341,1,24.94476,2,0,7457.156537,0,0,1,2,0,3,3,23.313492,1,2,0,0,1.0,1,1,0,22
342,1,12.111352,2,3,882.49735,4,4,3,2,0,1,1,35.735536,1,1,0,2,1.0,0,1,0,22
343,0,8.230714,3,9,2079.815685,0,2,0,2,0,1,2,30.46234,1,1,1,3,2.0,1,1,0,22
344,1,55.426167,2,4,4175.59093,4,2,3,1,0,3,2,25.991742,1,1,0,1,1.0,0,1,0,22
345,0,24.381657,3,1,2497.924639,2,3,3,2,0,3,0,39.983199,1,0,0,3,1.0,1,1,0,22
346,1,8.6145,2,4,1609.375901,1,0,0,1,1,3,1,22.96213,1,1,0,0,1.0,1,1,0,22
347,3,9.466978,2,4,1727.17796,0,2,0,1,0,1,2,25.600243,1,1,0,2,1.0,1,1,0,22
348,3,24.371809,4,0,1650.440585,0,4,3,2,0,3,1,48.533851,1,1,0,2,1.0,0,1,0,22
349,1,23.294419,4,10,6280.71451,1,4,0,1,2,1,1,38.963082,1,1,0,2,1.0,1,1,0,22
350,1,25.747322,3,6,5079.707515,4,3,2,2,0,1,2,38.696141,2,1,1,1,1.0,0,1,0,22
351,3,16.941007,0,3,1850.127642,4,4,2,2,0,3,2,55.354771,1,1,1,3,2.0,1,1,0,22
352,0,11.876499,4,3,1673.252756,0,2,0,2,0,1,0,32.67663,1,1,1,1,1.0,0,1,0,22
353,3,6.220672,4,1,2084.290807,3,0,1,1,0,3,0,22.45174,1,0,0,2,1.0,0,1,0,22
354,3,6.188133,2,10,627.959909,0,1,3,1,0,1,0,30.741329,0,1,0,2,1.0,0,1,0,22
355,1,16.045656,4,4,3948.175467,0,2,2,2,0,1,2,38.445254,1,1,1,2,1.0,1,1,0,22
356,1,18.441081,4,1,4199.069372,0,3,2,2,0,2,2,41.021389,1,1,0,2,1.0,0,1,0,22
357,1,23.623087,4,3,6538.247773,0,1,1,2,1,1,2,38.209389,1,1,1,3,1.0,1,1,0,22
358,3,11.962437,4,0,542.381807,0,4,3,2,0,3,3,30.516449,0,2,0,2,1.0,1,0,0,22
359,1,12.088114,2,4,2061.192694,4,0,1,1,0,3,0,21.453537,1,1,0,3,1.0,1,1,0,22
360,0,12.155456,2,4,724.617069,0,1,3,1,0,3,1,37.360779,1,2,0,2,1.0,1,1,0,22
361,3,3.952898,3,0,1144.839727,0,1,3,1,0,0,1,33.196685,0,1,0,2,1.0,1,1,0,22
362,0,11.815605,1,0,3138.092233,0,4,3,3,0,3,2,23.023368,0,0,0,2,1.0,0,1,0,22
363,1,14.143364,2,3,511.579502,1,2,3,3,1,3,0,24.617933,1,1,0,1,1.0,0,1,0,22
364,1,16.968777,4,1,2444.713369,0,4,3,1,0,1,1,48.717047,1,1,1,2,1.0,1,1,0,22
365,0,12.181311,4,0,870.660403,4,1,3,3,0,3,3,30.585346,1,2,1,1,1.0,1,1,0,22
366,3,16.488511,4,0,2146.981746,0,4,1,2,0,3,2,53.03226,0,1,1,2,1.0,1,1,0,22
367,3,16.331305,3,4,4551.85107,0,2,1,0,0,1,2,38.989264,1,1,1,1,1.0,1,1,0,22
368,2,24.656853,4,4,1494.71516,0,4,3,2,0,3,0,56.231864,1,1,0,1,2.0,0,1,0,22
369,2,19.703264,4,4,7759.393142,1,2,2,3,0,0,3,28.358095,1,2,1,2,1.0,0,1,0,22
370,0,25.001759,3,7,3898.428393,0,1,2,1,0,0,1,22.130082,1,1,0,2,1.0,1,1,0,22
371,3,23.061756,3,4,3784.639135,0,3,3,2,0,2,0,40.278456,1,1,1,1,2.0,0,1,0,22
372,3,12.106597,4,1,888.283391,0,3,3,1,2,2,0,38.384488,1,1,1,3,1.0,0,1,0,22
373,1,47.916725,2,4,3648.713862,4,2,1,2,0,1,1,61.002046,0,1,0,1,2.0,0,1,0,22
374,3,12.866293,4,7,3515.833644,0,3,0,3,0,2,0,34.405479,1,1,2,2,1.0,1,1,0,22
375,3,12.326306,2,4,928.274566,0,4,2,2,0,3,1,40.515869,0,1,0,2,1.0,1,1,0,22
376,1,7.484137,2,4,953.742216,0,3,0,3,0,1,0,28.669086,1,1,0,1,1.0,0,1,0,22
377,3,8.481598,2,0,953.281095,2,0,3,2,0,3,1,34.70703,1,1,0,3,1.0,1,1,0,22
378,0,5.445606,2,4,2441.757188,0,2,2,1,0,1,2,21.578952,1,1,0,2,1.0,1,1,0,22
379,1,13.352133,1,0,1343.177379,0,2,2,2,2,1,2,23.064596,1,1,2,2,1.0,1,1,0,22
380,3,8.238993,4,1,1352.25803,1,2,1,3,0,3,1,27.43114,1,0,0,2,1.0,1,1,0,22
381,3,16.759455,4,3,1949.870078,4,2,2,1,0,1,3,31.699664,1,2,1,2,1.0,0,1,0,22
382,3,23.270735,4,4,4043.669915,4,1,3,2,0,3,0,42.421167,1,1,1,2,1.0,0,1,0,22
383,0,23.706444,3,4,4016.748728,0,3,2,1,1,3,1,24.525439,1,1,1,1,1.0,0,1,0,22
384,1,20.963541,2,4,4032.175682,3,4,0,1,0,3,2,25.744023,1,1,0,2,1.0,1,1,0,22
385,3,11.992512,2,4,1613.600922,0,4,2,1,0,3,0,35.366323,1,1,0,2,1.0,1,1,0,22
386,1,11.80553,4,4,3590.816328,0,2,1,1,0,1,3,50.033955,1,2,1,2,1.0,0,1,0,22
387,1,12.103093,4,4,2539.852216,0,4,1,1,0,3,2,43.255168,1,1,1,2,1.0,0,1,0,22
388,3,48.299612,1,7,9179.282113,1,3,3,3,0,2,3,27.510908,2,2,0,2,1.0,0,1,0,22
389,1,54.393991,4,4,5512.045441,4,2,3,3,0,1,2,23.326681,1,1,1,2,1.0,0,0,0,22
390,3,25.333354,2,4,11249.306515,0,4,3,2,2,3,0,65.290878,1,1,0,2,1.0,0,1,0,22
391,0,41.655788,2,4,6640.983001,0,2,3,3,0,3,2,25.41163,2,1,0,3,1.0,1,1,0,22
392,0,34.330241,2,10,3088.139151,0,3,3,0,0,3,3,23.136671,1,2,0,2,1.0,1,1,0,22
393,3,5.857593,2,10,1141.104477,0,2,3,1,0,1,2,23.861365,1,1,0,1,1.0,0,1,0,22
394,3,16.546966,4,4,2898.773682,0,3,3,2,0,3,2,39.341239,1,1,1,2,2.0,0,1,0,22
395,0,25.645215,4,10,6151.569635,0,2,0,2,0,2,3,26.673652,1,1,1,2,1.0,0,1,0,22
396,0,30.805364,4,10,11818.678773,0,2,2,2,0,1,2,29.832037,1,1,1,2,1.0,1,1,0,22
397,0,20.128251,0,4,2247.940684,2,2,3,2,2,2,1,23.393235,1,1,1,1,1.0,0,1,0,22
398,3,24.969549,2,1,3763.657959,4,4,3,1,0,3,0,26.600367,0,1,0,2,1.0,0,1,0,22
399,0,11.849166,2,0,889.595215,0,3,3,3,0,1,1,31.281796,1,1,0,2,1.0,0,1,0,22
400,3,23.5377,4,4,3747.587514,1,3,2,2,0,3,2,66.051327,1,1,1,1,2.0,0,0,0,22
401,0,16.484134,3,10,3893.349495,0,1,3,1,0,3,2,22.452571,1,1,3,2,1.0,1,1,0,22
402,1,23.294419,4,10,6280.71451,1,4,0,1,2,1,1,38.963082,1,1,0,2,1.0,1,1,0,22
403,0,11.722344,3,3,4725.928031,0,2,2,2,0,3,0,27.319788,1,0,1,2,2.0,0,1,0,22
404,0,23.913014,2,10,4183.392087,1,4,2,2,0,1,2,38.333689,1,0,0,2,1.0,0,1,0,22
405,3,12.641836,2,0,1371.269046,4,2,2,2,0,1,1,26.961051,1,1,0,1,1.0,0,1,0,22
406,1,8.6145,2,4,1609.375901,1,0,0,1,1,3,1,22.96213,1,1,0,0,1.0,1,1,0,22
407,3,11.888581,2,3,574.653604,4,4,3,2,0,3,1,45.349566,1,0,0,2,1.0,1,0,0,22
408,3,23.8962,3,3,3819.627644,2,4,3,1,0,2,0,22.244017,2,1,0,1,1.0,0,1,0,22
409,1,40.550426,2,0,7713.36285,4,4,3,1,0,3,3,63.37259,0,0,0,2,1.0,1,1,0,22
410,3,8.498802,4,1,3481.573424,0,4,0,1,0,3,1,55.685328,2,1,1,2,1.0,0,1,0,22
411,3,45.894061,4,0,1859.490803,1,2,0,1,0,1,2,23.779774,1,0,1,1,1.0,0,1,0,22
412,0,19.175184,2,4,1488.804668,0,4,1,1,0,2,0,42.355122,1,1,0,2,1.0,1,1,0,22
413,3,50.990968,4,4,4318.481048,0,2,3,2,0,1,3,30.476398,1,1,1,1,2.0,0,1,0,22
414,2,5.205462,3,0,1263.268665,1,4,3,3,0,2,2,25.012882,0,1,1,3,1.0,1,1,0,22
415,0,39.360255,0,3,2643.94044,0,4,1,2,0,2,1,35.565078,0,0,0,2,1.0,0,1,0,22
416,1,19.973803,4,1,3008.879861,0,3,0,2,0,1,0,61.923791,0,0,1,1,1.0,1,1,0,22
417,3,5.479482,4,0,1526.877756,2,3,1,2,0,3,3,33.695816,0,1,2,3,1.0,0,1,0,22
418,2,8.554835,0,3,856.700976,0,4,2,1,0,3,2,34.3386,0,1,1,2,1.0,0,1,0,22
419,1,24.948278,2,10,5742.028291,0,1,1,2,0,1,3,28.818041,0,2,0,2,1.0,0,1,0,22
420,0,19.328749,4,0,1286.763568,0,4,2,1,0,1,0,44.901174,1,1,1,2,1.0,0,1,0,22
421,3,30.387548,3,4,2870.756921,0,2,0,1,0,3,1,20.314752,1,1,1,2,1.0,0,1,0,22
422,3,12.139756,2,4,1917.081964,0,0,1,2,0,3,2,35.78219,1,1,0,3,1.0,1,1,0,22
423,3,24.118352,2,4,1403.90083,0,3,3,2,0,2,2,44.075978,1,1,0,2,1.0,0,0,0,22
424,3,6.602841,2,3,690.836331,0,4,1,2,0,3,2,30.617517,1,0,0,2,1.0,0,1,0,22
425,3,50.29263,2,4,3979.039297,0,3,3,2,0,0,1,37.283771,1,1,0,2,1.0,0,1,0,22
426,1,42.150528,4,4,4171.326636,0,4,0,3,0,2,0,27.675677,0,1,1,2,1.0,0,1,0,22
427,3,24.151194,4,0,4023.172598,0,0,0,2,0,3,2,38.498833,1,1,1,0,1.0,0,1,0,22
428,0,39.093897,4,4,2183.49599,0,2,3,2,0,3,2,20.964082,1,1,1,2,1.0,0,1,0,22
429,0,5.598493,4,10,1214.590249,0,4,1,0,0,1,0,52.403275,1,1,0,2,1.0,0,1,0,22
430,3,33.414014,3,10,6752.935089,1,1,3,1,0,2,2,42.215627,1,1,0,3,1.0,1,1,0,22
431,0,30.805364,4,10,11818.678773,0,2,2,2,0,1,2,29.832037,1,1,1,2,1.0,1,1,0,22
432,1,41.44042,0,0,9642.801555,0,4,3,1,0,3,3,48.331846,1,0,1,2,1.0,0,1,0,22
433,0,40.170568,2,6,3975.588393,0,1,3,1,0,1,2,22.748455,1,1,0,2,1.0,0,1,0,22
434,2,6.201875,2,3,2224.735775,4,2,1,3,0,3,2,21.208922,1,1,0,2,2.0,0,1,0,22
435,2,24.076936,4,3,2238.676072,0,1,1,3,0,0,2,25.453806,1,1,1,3,1.0,1,1,0,22
436,0,12.120179,1,10,594.26502,0,1,3,1,0,0,2,28.488052,1,0,0,2,1.0,1,1,0,22
437,3,16.747952,2,4,2593.594362,0,3,1,2,0,3,1,35.902831,1,1,1,2,1.0,1,1,0,22
438,3,9.144277,2,0,1590.020216,1,2,3,2,0,2,2,32.425925,1,1,0,2,1.0,0,1,0,22
439,0,11.836392,2,4,2655.481577,1,3,0,2,0,1,3,23.519484,1,2,0,2,1.0,0,1,0,22
440,3,11.660298,2,4,2557.138583,0,2,1,1,2,3,1,27.101967,1,1,0,2,2.0,0,1,0,22
441,1,48.567424,4,0,9293.77455,1,4,3,1,0,0,2,38.513337,2,1,1,2,1.0,0,1,0,22
442,1,17.729559,4,3,1902.489003,3,4,3,3,0,3,2,51.812587,1,1,1,2,1.0,0,1,0,22
443,0,24.619851,2,10,934.494826,0,1,2,0,0,2,1,35.067234,1,1,1,2,1.0,1,1,0,22
444,0,24.767122,4,4,1528.541739,0,3,3,2,0,2,0,56.139042,1,1,0,2,1.0,0,1,0,22
445,1,18.708491,2,7,3867.505811,0,4,0,1,0,2,3,37.214207,1,2,0,2,1.0,1,1,0,22
446,3,35.352163,2,4,3428.453999,0,0,1,1,0,1,2,58.97891,1,0,0,2,1.0,1,1,0,22
447,1,7.299409,4,0,1172.060982,0,3,1,2,0,1,0,38.759465,0,1,1,3,2.0,1,1,0,22
448,3,11.9301,2,4,1449.277303,4,3,3,1,0,2,3,35.697336,1,1,0,2,1.0,1,1,0,22
449,1,17.510249,2,1,1349.511871,2,2,3,3,2,1,0,29.157073,2,0,0,1,1.0,0,1,0,22
450,3,32.911554,2,4,2817.713472,0,4,2,1,0,1,2,56.635294,1,1,1,2,1.0,0,1,0,22
451,3,24.090136,3,4,1306.721366,0,2,2,2,0,2,2,22.409198,0,1,0,2,2.0,1,1,0,22
452,1,5.673806,2,4,878.749987,0,1,3,2,0,3,3,23.297038,1,2,0,2,1.0,0,1,0,22
453,0,7.937146,2,3,4265.296824,0,2,0,1,0,1,1,20.483113,0,0,0,2,1.0,0,1,0,22
454,1,58.254375,2,4,8118.122237,0,2,3,2,0,1,1,44.198042,0,1,0,2,2.0,1,1,0,22
455,3,19.016723,2,10,2424.015072,0,4,3,2,0,2,2,46.411844,1,1,0,2,1.0,0,1,0,22
456,0,24.505192,0,0,1719.328176,0,1,3,1,0,1,2,40.192987,1,1,1,1,1.0,0,1,0,22
457,3,12.200932,2,10,2629.383426,0,0,1,1,0,3,3,23.498367,1,2,0,2,1.0,0,1,0,22
458,3,32.539724,2,4,11541.147532,4,1,0,2,0,3,3,26.383287,1,1,0,2,2.0,1,1,0,22
459,1,5.970822,4,4,2589.54334,4,2,1,2,0,3,2,33.568887,1,1,1,2,1.0,0,1,0,22
460,2,23.257823,1,4,1729.316641,0,0,1,2,0,1,0,35.306136,2,1,0,2,1.0,1,1,0,22
461,3,22.412624,4,0,1165.659327,0,2,0,2,0,1,1,42.580772,1,1,1,2,2.0,0,1,0,22
462,0,12.465919,2,10,537.961855,4,1,3,2,0,1,1,32.308276,1,1,0,2,1.0,1,1,0,22
463,3,12.265254,4,1,3177.494813,0,2,1,2,0,3,3,25.257198,1,2,1,2,1.0,0,1,0,22
464,1,19.138886,2,1,7607.531302,2,3,3,3,0,1,1,25.927083,1,1,0,2,1.0,1,0,0,22
465,2,16.45396,2,6,1632.488092,1,2,3,3,0,3,1,21.585401,1,1,0,0,1.0,1,1,0,22
466,0,27.63941,2,4,1451.751117,0,1,3,0,0,2,2,28.712054,1,0,0,2,1.0,0,1,0,22
467,1,26.749999,4,1,1616.273165,0,2,3,1,0,1,2,48.722353,1,2,1,1,1.0,0,1,0,22
468,3,23.459283,2,0,3627.473816,0,2,3,1,0,1,2,29.198983,2,1,0,2,1.0,1,1,0,22
469,2,18.751525,4,4,2120.635442,0,2,1,2,0,1,0,28.803939,1,0,0,2,1.0,0,1,0,22
470,3,9.829123,2,3,1646.977998,4,2,3,2,0,1,1,27.373998,1,2,0,1,1.0,0,1,0,22
471,3,8.63864,2,3,1966.979938,0,4,2,2,2,3,1,37.625839,1,0,0,1,2.0,0,1,0,22
472,3,53.986244,4,10,7313.151971,4,2,3,2,0,3,1,29.040703,0,1,1,2,1.0,1,1,0,22
473,0,16.919549,2,3,5558.928214,0,4,0,2,0,3,2,44.592473,0,0,0,2,1.0,0,1,0,22
474,3,12.025918,2,1,1915.141266,1,2,1,2,0,1,2,27.255493,1,1,0,2,1.0,0,1,0,22
475,0,23.6576,2,10,759.534659,4,0,3,1,0,1,1,39.082916,1,0,0,3,1.0,1,1,0,22
476,0,25.711074,2,10,3542.223816,0,0,0,2,0,0,2,27.821056,0,1,0,3,1.0,1,1,0,22
477,0,11.819821,2,0,946.102403,0,3,3,2,0,2,1,27.832014,2,1,0,2,1.0,0,1,0,22
